,ID,comments,cleaned_comments
10,_8Um0DEEjkM,"I did not expect to but this was a good movie, it hit alot of elements: miscarriage, adoption, good and bad pregnancies. Cast was good, it was funny, informative and feel good. All the women did really well. Would watch again.",expect good movi hit alot element miscarriag adopt good bad pregnanc cast good funni inform feel good women realli well would watch
11,_8Um0DEEjkM,What to Expect When You&#39;re Expecting (2012) f&#39;u&quot;l&#39;l M&#39;o&#39;V&#39;i&quot;E,expect expect f u quot l l v quot e
31,_8Um0DEEjkM,What to Expect When You&#39;re Expecting (2012) f&#39;u&quot;l&#39;l M&#39;o&#39;V&#39;i&quot;E,expect expect f u quot l l v quot e
55,_8Um0DEEjkM,What to Expect When You&#39;re Expecting (2012) f&#39;u&quot;l&#39;l M&#39;o&#39;V&#39;i&quot;E,expect expect f u quot l l v quot e
76,_8Um0DEEjkM,Is anyone gonna talk about will scheustar in the trailer!!???,anyon gon na talk scheustar trailer
77,_8Um0DEEjkM,Such a good movie!! So funny!!!,good movi funni
78,_8Um0DEEjkM,"wait anna kendrick, elizabeth banks AND rebel wilson???",wait anna kendrick elizabeth bank rebel wilson
79,_8Um0DEEjkM,NATE ARCHIBALD???? whatttttt,nate archibald whatttttt
80,_8Um0DEEjkM,I just got home from the ER. I thought I had appendicitis. Turns out I&#39;m 3 months pregnant.,got home er thought append turn month pregnant
81,_8Um0DEEjkM,It&#39;s the deep from the boys,deep boy
82,_8Um0DEEjkM,So mr SHUE finally left glee club,mr shue final left glee club
83,_8Um0DEEjkM,"<a href=""https://www.youtube.com/watch?v=_8Um0DEEjkM&amp;t=0m41s"">0:41</a> well done Rosie well done😂",well done rosi well done
84,_8Um0DEEjkM,who&#39;s here watching old movies during quarintine (yes I know I smelt that wrong) XD,watch old movi quarintin ye know smelt wrong xd
85,_8Um0DEEjkM,i just found out mr schue is in this wtf,found mr schue wtf
86,_8Um0DEEjkM,MR SHUE NO,mr shue
87,_8Um0DEEjkM,2019 anyone?,anyon
88,_8Um0DEEjkM,Well at least there&#39;s on thing know one expects...<br><br><br><br><br>NOBODY EXPECTS THE SPANISH INQUISITION!,well least thing know one expect nobodi expect spanish inquisit
89,_8Um0DEEjkM,I was just casually eating my ice cream (when I was watching the movie) and she has to go and throw up in a trophy! That&#39;s just great for me,casual eat ice cream watch movi go throw trophi great
90,_8Um0DEEjkM,So this movie might be our first date lol first date with somebody to see a movie about pregnant women... saw movie on boxxy software),movi might first date lol first date somebodi see movi pregnant women saw movi boxxi softwar
91,_8Um0DEEjkM,"This was really helpful, I love it!",realli help love
92,_8Um0DEEjkM,It made me cry because I can&#39;t get pregnant,made cri get pregnant
93,_8Um0DEEjkM,3 people from Pitch Perfect! Cool,peopl pitch perfect cool
94,_8Um0DEEjkM,"Matthew Morrison, I love yoouuuuu!!",matthew morrison love yoouuuuu
95,_8Um0DEEjkM,"Suitable for kids 10+ (if not, please can you let me know why) ?? And would guys like it? Thanks 😊😊",suitabl kid pleas let know would guy like thank
96,_8Um0DEEjkM,Rodrigo Santoro!!! ahah,rodrigo santoro ahah
97,_8Um0DEEjkM,hell nah bro,hell nah bro
98,_8Um0DEEjkM,My mom knows the guy who directed the movie,mom know guy direct movi
99,_8Um0DEEjkM,My crush and I were talking about the theaters and HE said he wanted 2 see this movie!! So this movie might be our first date lol first date with somebody to see a movie about pregnant women,crush talk theater said want see movi movi might first date lol first date somebodi see movi pregnant women
100,_8Um0DEEjkM,this movie was so funny and sad i cried when SPOILER ALERT .............the girl ( ana kendrik) lost the baby,movi funni sad cri spoiler alert girl ana kendrik lost babi
101,_8Um0DEEjkM,I will watch this....JUST TO C ALCIDE!!!,watch c alcid
102,_8Um0DEEjkM,"You&#39;re assuming things, if you cannot read between the lines of what I meant then too bad for you.",assum thing read line meant bad
103,_8Um0DEEjkM,I will only watch this for Chace Crawford(:,watch chace crawford
104,_8Um0DEEjkM,"Raising a child is not gender specific. Neither is hunting or killing. As a matter of fact, the only thing truly gender specific are the roles we play in the act of reproduction, like who sticks what where and who carries the child to term.",rais child gender specif neither hunt kill matter fact thing truli gender specif role play act reproduct like stick carri child term
105,_8Um0DEEjkM,"I&#39;m pregnant, and i&#39;m DYING just watching this preview xD legit tears from my eyes.",pregnant die watch preview xd legit tear eye
106,_8Um0DEEjkM,i thought cheryl cole was supposed to be in it she is one of the judges or something in it,thought cheryl cole suppos one judg someth
107,_8Um0DEEjkM,&quot;She&#39;s like a magical pregnancy unicorn!&quot; Bahahahaha!,quot like magic pregnanc unicorn quot bahahahaha
108,_8Um0DEEjkM,the only reason im seeing this is 2 reason,reason im see reason
110,_8Um0DEEjkM,look at her shes wearing 6 inch heels. Shes like a magical prancing unicorn,look she wear inch heel she like magic pranc unicorn
111,_8Um0DEEjkM,welcome to escrow bitch,welcom escrow bitch
112,_8Um0DEEjkM,This looks like a star-studded movie done right.,look like star stud movi done right
113,_8Um0DEEjkM,look at my channel,look channel
114,_8Um0DEEjkM,Alcide!!!!,alcid
115,_8Um0DEEjkM,check your escrow bitch lol,check escrow bitch lol
116,_8Um0DEEjkM,I am 7 months pregnant and really can understand the movie :-D,month pregnant realli understand movi
117,_8Um0DEEjkM,"No place for men anymore, nothing to hunt, nothing to kill, sigh.",place men anymor noth hunt noth kill sigh
118,_8Um0DEEjkM,I normally hate films with multiple celebrities like New Years Eve - except Love Actually - but this look really good and funny. Amazing cast.,normal hate film multipl celebr like new year eve except love actual look realli good funni amaz cast
119,_8Um0DEEjkM,I hope Rob makes enough money to start Human Giant again.,hope rob make enough money start human giant
120,_8Um0DEEjkM,"CAMERON DIAZ , JENNIFER LOPEZ ,ELIZABETH BANKS ,  DENNIS QUAID ,  CHRIS ROCK .",cameron diaz jennif lopez elizabeth bank denni quaid chri rock
122,_8Um0DEEjkM,Looks funny :),look funni
123,Ca6hW4J7Jeo,remember when Kirsten was cute?,rememb kirsten cute
124,Ca6hW4J7Jeo,"10/10 film………..if you haven’t seen it and are debating……..watch it!   It’s a mystery thriller……I guess if your not a huge movie buff, best way to compare it to would the style and intensity of Silence of the Lambs………..kinda hokey to compare it it like that but it has that feel…..and the acting is superb….plus…..there’s a strange twist and it based on a true story……👍🏻👍🏻",film seen debat watch mysteri thriller guess huge movi buff best way compar would style intens silenc lamb kinda hokey compar like feel act superb plu strang twist base true stori
125,Ca6hW4J7Jeo,This is a good True-crime movie. Also Kirsten Dunst is a juggernaut. She just shows up and kills it every. single. movie.,good true crime movi also kirsten dunst juggernaut show kill everi singl movi
126,Ca6hW4J7Jeo,Does anyone know about the music of this movie?,anyon know music movi
127,Ca6hW4J7Jeo,"<a href=""https://www.youtube.com/watch?v=Ca6hW4J7Jeo&amp;t=1m05s"">1:05</a> is that amy and meg march reunited?????",ami meg march reunit
128,Ca6hW4J7Jeo,"I don&#39;t know why they chose to cast Gosling as Durst. He doesn&#39;t look anything like him, sound anything like him, or act anything like him. It&#39;s like Gosling did no research for the role.",know chose cast gosl durst look anyth like sound anyth like act anyth like like gosl research role
129,Ca6hW4J7Jeo,2022 lets go! this flick was a beast!,let go flick beast
130,Ca6hW4J7Jeo,"If I ever am on trial for murder, I want the bufoons from Galveston to be my jurors, or Orenthal&#39;s jurors. 🙄🙄",ever trial murder want bufoon galveston juror orenth juror
131,Ca6hW4J7Jeo,"This is such an good movie. Ryan Gosling isn&#39;t bad to look and neither is Kristen Dunst😜<br><br>Also, I think his dad, may have, had her killed but Robert definitely killed the other two!!",good movi ryan gosl bad look neither kristen dunst also think dad may kill robert definit kill two
132,Ca6hW4J7Jeo,"woow, not scаaаm!",woow sc
133,0BeJu-0Msik,"Please people, say me name of this song",pleas peopl say name song
134,0BeJu-0Msik,"Why wont they make a Bloodsport 2 with Van Damme? WHY? They made 2 kickboxer sequels and they’re good. But why can’t they make a Bloodsport with Van Damme? Bring Chong Li back looking for vengeance, that’s already a movie I’d pay to see",wont make bloodsport van damm made kickbox sequel good make bloodsport van damm bring chong li back look vengeanc alreadi movi pay see
135,0BeJu-0Msik,very good fight scenes,good fight scene
136,0BeJu-0Msik,What&#39;s the name of the song in the trailer?,name song trailer
137,0BeJu-0Msik,This movie was awesome. If the fights were at least good then it would be tolerable,movi awesom fight least good would toler
138,0BeJu-0Msik,Didn&#39;t even make $300k 😂,even make k
139,0BeJu-0Msik,Nuk su khao!,nuk su khao
140,0BeJu-0Msik,Wait Van Damme is back? Didn&#39;t his character get killed off by Tong Po in part 2? Capped in the forehead?,wait van damm back charact get kill tong po part cap forehead
141,0BeJu-0Msik,Name song trailer??,name song trailer
142,0BeJu-0Msik,Cómo se llama la canción del tráiler,c mo se llama la canci n del tr iler
143,0BeJu-0Msik,I&#39;m just here checking all the movies of THE ONE who is taking down a real life EMPIRE.,check movi one take real life empir
144,0BeJu-0Msik,"Couldn&#39;t even finish this movie, turned it off about halfway through. What a soulless reboot! Just watch the original instead, it&#39;s so much better.",even finish movi turn halfway soulless reboot watch origin instead much better
145,0BeJu-0Msik,"I&#39;ll put Van Damme first, nice to see him back to Kickboxer franchise!",put van damm first nice see back kickbox franchis
146,0BeJu-0Msik,"Buena idea, pero carece de MITICA!",buena idea pero carec de mitica
147,0BeJu-0Msik,Very good film,good film
148,0BeJu-0Msik,"This flick is pure crap,<br>Every contact moment looks so powerless and absolutely fake.<br><br>J.C. van Damme ❤",flick pure crap everi contact moment look powerless absolut fake j c van damm
149,0BeJu-0Msik,WE NEED BOYKA!<br> BOYKA<br> BOYKA <br>BOYKA,need boyka boyka boyka boyka
150,0BeJu-0Msik,Just terrible ...i actually laughed at the last big fight at the end,terribl actual laugh last big fight end
151,0BeJu-0Msik,"Lol what a joke, batistusta as tong po, just NO",lol joke batistusta tong po
152,0BeJu-0Msik,20 years to late for a remake or sequel of the original kickboxer! Should&#39;ve made one by 2010!!!,year late remak sequel origin kickbox made one
153,0BeJu-0Msik,How Did I miss this remake.... underground film release....,miss remak underground film releas
154,0BeJu-0Msik,The song???,song
155,0BeJu-0Msik,where is the sondtrack ????  nothing like 80°s songs,sondtrack noth like song
156,0BeJu-0Msik,Van Damme actually got killed with he&#39;s brother at the end of kickboxer 1. So it doesn&#39;t make sense.,van damm actual got kill brother end kickbox make sens
157,0BeJu-0Msik,They couldn&#39;t get Sasha Mitchell so they Hired his stand in,get sasha mitchel hire stand
158,0BeJu-0Msik,Did anyone else prefer the original actor that played Tong Po over Bautista?,anyon els prefer origin actor play tong po bautista
159,0BeJu-0Msik,Whats the name of the song???,what name song
160,0BeJu-0Msik,It Should&#39;ve respectfully been Scott Adkins,respect scott adkin
161,0BeJu-0Msik,BOYKA !!!,boyka
162,0BeJu-0Msik,This was a Great Martial Arts Film.......it took me a long while to realize it was not a sequel but a remake/reboot of the original film!! 🤔❤️💯,great martial art film took long realiz sequel remak reboot origin film
163,0BeJu-0Msik,"Why is tong po played by Bautista I&#39;m tired of seeing daves big bald head he is in almost every movie I watch nowadays gaurdians of the Galaxy,hotel artimis,avengers,stuber,escape plan,iron fist,enter the warriors gate where is the original tong po Michel qissi",tong po play bautista tire see dave big bald head almost everi movi watch nowaday gaurdian galaxi hotel artimi aveng stuber escap plan iron fist enter warrior gate origin tong po michel qissi
164,0BeJu-0Msik,YES IVE BEEN LOOKING FOR FOR AGES,ye ive look age
165,0BeJu-0Msik,Alain mousi should have been The Immortal Iron Fist,alain mousi immort iron fist
166,0BeJu-0Msik,Lol van dam  original kickboxer trains 2016 kickboxer,lol van dam origin kickbox train kickbox
167,0BeJu-0Msik,Song??,song
168,0BeJu-0Msik,What&#39;s the song name,song name
169,0BeJu-0Msik,Even though it sad David Bautista take out his brother like that but the way how Batista stand like that you know the martial arts type stand  like he has the balance he was throwing him basically like a rag doll wasn&#39;t any match I don&#39;t know if anybody realizes that probably  I don&#39;t know,even though sad david bautista take brother like way batista stand like know martial art type stand like balanc throw basic like rag doll match know anybodi realiz probabl know
170,0BeJu-0Msik,this movie is a joke stop re making classics,movi joke stop make classic
171,0BeJu-0Msik,Dave BATISTA IS THE FIRST BEAST IN WWE,dave batista first beast wwe
172,0BeJu-0Msik,this movie so suck the first real kickboxer with van dam as kurt sloan as the best bautista what a joke mdr,movi suck first real kickbox van dam kurt sloan best bautista joke mdr
173,0BeJu-0Msik,Charlie Nash takes the torch to fight Batista while Guile mentors him.,charli nash take torch fight batista guil mentor
174,0BeJu-0Msik,Twister vs Batista,twister vs batista
175,0BeJu-0Msik,reminded me of the movie &quot;Bloodspot&quot;,remind movi quot bloodspot quot
176,0BeJu-0Msik,the orginal looks better,orgin look better
177,0BeJu-0Msik,Damn this movie must of been made a couple years ago. Darren Shahlavi is already dead.,damn movi must made coupl year ago darren shahlavi alreadi dead
178,0BeJu-0Msik,the animal has been unleashed and van damme is back after all these years.I even forgot this guy even existed.what happened to him anyway?,anim unleash van damm back year even forgot guy even exist happen anyway
179,0BeJu-0Msik,"Little do people know, this is actually a love story.",littl peopl know actual love stori
180,0BeJu-0Msik,After watching the first I already know the outcome but will still give it a watch,watch first alreadi know outcom still give watch
181,0BeJu-0Msik,hay đấy,hay
182,0BeJu-0Msik,Where&#39;s Eric Roberts and Sasha Mitchel?,eric robert sasha mitchel
183,0BeJu-0Msik,looks low budget and garbage,look low budget garbag
184,0BeJu-0Msik,Nice...Van dam is the man !!!!,nice van dam man
185,0BeJu-0Msik,Look like the student (Van Damme) became the Teacher.,look like student van damm becam teacher
186,0BeJu-0Msik,"I only watch it because of Batista, GSP and Velasquez.",watch batista gsp velasquez
187,0BeJu-0Msik,blood sport 2,blood sport
188,0BeJu-0Msik,Very good!!!,good
189,0BeJu-0Msik,Batista just isn&#39;t scary at all hahaha,batista scari hahaha
190,0BeJu-0Msik,they told the whole plot of the movie. in a trailer. there is nothing left except good fight scenes.,told whole plot movi trailer noth left except good fight scene
191,0BeJu-0Msik,"This looks like a remake of one of Van Damme movie, the plot is very familiar, but either way will still love to see it just to see Van Damme in action again.",look like remak one van damm movi plot familiar either way still love see see van damm action
192,0BeJu-0Msik,good looking. but bad coreography,good look bad coreographi
193,0BeJu-0Msik,"if you&#39;re afraid to die in a fight, you&#39;re dead. = even shakespeare would blush at the quality of that writing....",afraid die fight dead even shakespear would blush qualiti write
194,0BeJu-0Msik,It&#39;s kinda funny film about kickboxing in thailand and there are no thailand actor/actrees (tonny jah or someone else) in this trailer<br><br>Such a shame,kinda funni film kickbox thailand thailand actor actre tonni jah someon els trailersuch shame
195,0BeJu-0Msik,How the fuck there no asians in this shit,fuck asian shit
196,0BeJu-0Msik,it&#39;s the same bloody movie as the first 1 fight down to the glass on the wraps fight,bloodi movi first fight glass wrap fight
197,0BeJu-0Msik,Bautista and Tong Po seem to visit the same hair stylist nowadays,bautista tong po seem visit hair stylist nowaday
198,0BeJu-0Msik,I&#39;ll watch this shit.,watch shit
199,0BeJu-0Msik,what the f*ck with Bautista&#39;s stupid hair !!,f ck bautista stupid hair
200,0BeJu-0Msik,"Ahhhh Kickboxer was an fucking awesome movie,this looks interesting,nice to see Van Damme back",ahhhh kickbox fuck awesom movi look interest nice see van damm back
201,0BeJu-0Msik,I&#39;ll watch it just for Van Damme!,watch van damm
202,0BeJu-0Msik,this looks so sick :),look sick
203,sxl4aOyHSwo,Siri... How do you perform CPR on a D-AHH<br><br>Going to enjoy this one...,siri perform cpr ahhgo enjoy one
204,sxl4aOyHSwo,This was a fun movie to work on. Jason and Cameron were very nice to all of the folks who worked on the graduation scene. That&#39;s  where you see &quot;Jason&quot; diving from the balcony in order to stop the video from being shown.. (no spoiler there). Most of the film was shot in Massachusetts last August. I know that the wide shots do show California. But they&#39;re primarily only wide shots..,fun movi work jason cameron nice folk work graduat scene see quot jason quot dive balconi order stop video shown spoiler film shot massachusett last august know wide shot show california primarili wide shot
205,sxl4aOyHSwo,Cameron Diaz&#39;s only appeal is sex,cameron diaz appeal sex
206,sxl4aOyHSwo,I lost it at the CPR part XD,lost cpr part xd
207,sxl4aOyHSwo,"Yes, Cameron Diaz was attractive... 20 years ago. Now she&#39;s 40-something and only doing movies that serve the singular purpose of propping up the illusion she&#39;s still hot s**t. I&#39;m not sure if this is to feed her own ego or what, but Cameron, face facts: In another 10 years, the only movie role you&#39;re going to be considered for is Skeletor, in a remake of He-Man, and you&#39;ll be beaten by Courtney Cox.",ye cameron diaz attract year ago someth movi serv singular purpos prop illus still hot sure feed ego cameron face fact anoth year movi role go consid skeletor remak man beaten courtney cox
208,sxl4aOyHSwo,Sony does marketing for Apple,soni market appl
209,sxl4aOyHSwo,İ love your movies 45263-1142 shane diller herring,love movi shane diller her
210,sxl4aOyHSwo,Stop steeling passwords ok nicki phillie and john the biker and dana baggit lenn  and lenne hosey tell this woman every thing you heard about the town and your story and all the pictures about your life . A billion dollars if you use the real people 452-63-1142 i hope this does not get stolen .,stop steel password ok nicki philli john biker dana baggit lenn lenn hosey tell woman everi thing heard town stori pictur life billion dollar use real peopl hope get stolen
211,sxl4aOyHSwo,452-63-1142 michelle jones of greenville mississippi and leland mississippi an the ritch keep getting ritcher but i am fine with that if you help sdh ok 452-63-1142,michel jone greenvil mississippi leland mississippi ritch keep get ritcher fine help sdh ok
212,sxl4aOyHSwo,İ hate rebellious people on the internet stop please this maddness ok one dollar to his soc security account god bless ok please stop steeling ok our spirits love you come to texas and mississippi laurel mississippi and pick this family up but it is ok if you cant i love you ok .,hate rebelli peopl internet stop pleas madd ok one dollar soc secur account god bless ok pleas stop steel ok spirit love come texa mississippi laurel mississippi pick famili ok cant love ok
213,sxl4aOyHSwo,Shane diller herring john diller honeycutt,shane diller her john diller honeycutt
214,sxl4aOyHSwo,Soc security number 452631142 he was born in cutbank montanna on the black foot resorvation and knee was his morhers best friend use joe beth honeycutt ritchey at 37 long horn rode in laurel mississippi and shane is at 738 west union greenville mississippi pay her one dollar and that.,soc secur number born cutbank montanna black foot resorv knee morher best friend use joe beth honeycutt ritchey long horn rode laurel mississippi shane west union greenvil mississippi pay one dollar
215,sxl4aOyHSwo,Catch and release sorry i love you and that is all i need right now raphiel sanzio correct all her mistakes.,catch releas sorri love need right raphiel sanzio correct mistak
216,sxl4aOyHSwo,You did the full Lincoln! Hahahaha~CLASSIC!,full lincoln hahahaha classic
217,sxl4aOyHSwo,"Can&#39;t wait for this to come out, looks hilarious!",wait come look hilari
218,sxl4aOyHSwo,Free Live Sex Cam Show.    Exclusive Unlimited Access:		    BABETONIGHT	      c0m,free live sex cam show exclus unlimit access babetonight c
219,sxl4aOyHSwo,"You can see the Apple logo from the laptop reflect at <a href=""http://youtu.be/sxl4aOyHSwo?t=1m23s"">1:23</a> on the CD&#39;s lol! That&#39;s sad..",see appl logo laptop reflect cd lol sad
220,sxl4aOyHSwo,Too funny!,funni
221,sxl4aOyHSwo,I honestly want to see it.,honestli want see
222,sxl4aOyHSwo,And this is why you turn off auto sync ladies and gentlemen.,turn auto sync ladi gentlemen
223,sxl4aOyHSwo,And this is why you turn off auto sync ladies and gentlemen.,turn auto sync ladi gentlemen
224,sxl4aOyHSwo,"What&#39;s the name of the song beginning at <a href=""http://www.youtube.com/watch?v=sxl4aOyHSwo&amp;t=1m25s"">1:25</a>?",name song begin
225,sxl4aOyHSwo,Looks funny hahaha,look funni hahaha
226,sxl4aOyHSwo,LOL!!!,lol
227,sxl4aOyHSwo,"There IS a sense of irony here, right? I mean, Diaz was a porn star before she became an actress, and fought REALLY hard to remove all videos of her off the internet.<br><br>This isn&#39;t a Hollywood &quot;based on a true story&quot; bullcrap, is it?",sens ironi right mean diaz porn star becam actress fought realli hard remov video internet hollywood quot base true stori quot bullcrap
228,sxl4aOyHSwo,This movie looks fucking lame.,movi look fuck lame
229,sxl4aOyHSwo,ROFL!! I want to see his movie..,rofl want see movi
230,sxl4aOyHSwo,There&#39;s something different about Jason Segel. I just can&#39;t put my finger on it.,someth differ jason segel put finger
231,sxl4aOyHSwo,this looks stupid as shit. but dat ass tho,look stupid shit dat ass tho
232,sxl4aOyHSwo,This movie seems to have a great storyline! I have to see thismovie lol,movi seem great storylin see thismovi lol
233,sxl4aOyHSwo,I am going. Can&#39;t wait! (Largo Mall Theater),go wait largo mall theater
234,sxl4aOyHSwo,"this will be funny, I wanna see",funni wan na see
235,sxl4aOyHSwo,This movie looks hilarious hahahhaa,movi look hilari hahahhaa
236,sxl4aOyHSwo,"anyone know the name of the song at <a href=""http://www.youtube.com/watch?v=sxl4aOyHSwo&amp;t=0m31s"">0:31</a> ?",anyon know name song
237,sxl4aOyHSwo,That comment that i made up their. Was fuken stupid i was. Actually making comment to Austin. And it turns out that it went to this fuken stupid movie,comment made fuken stupid actual make comment austin turn went fuken stupid movi
238,sxl4aOyHSwo,yo the dog part was soo fucking funny LMAO XD poor dog but at least he got paid tho so he can get all the doggy treats he wants lol... wow,yo dog part soo fuck funni lmao xd poor dog least got paid tho get doggi treat want lol wow
239,sxl4aOyHSwo,Your hot when you sing that song,hot sing song
240,sxl4aOyHSwo,"anyone know the song at <a href=""http://www.youtube.com/watch?v=sxl4aOyHSwo&amp;t=0m30s"">0:30</a> ?!?!",anyon know song
241,sxl4aOyHSwo,SOOOOOOOOOOO many movies these two played a couple. It&#39;s got to get unconfortable.,sooooooooooo mani movi two play coupl got get unconfort
242,sxl4aOyHSwo,"The Shoes - Time to Dance, is one of the songs for people asking about what songs are in the trailer, great song.",shoe time danc one song peopl ask song trailer great song
243,sxl4aOyHSwo,marshaaaalalalala,marshaaaalalalala
244,sxl4aOyHSwo,Funny how they were both in Bad Teacher xD,funni bad teacher xd
245,sxl4aOyHSwo,Coming out in my b-day...;),come b day
246,sxl4aOyHSwo,"Cameron Diaz is not attractive enough, or young enough, to play this role. They should have used somebody else. I could barely stand her in Bad Teacher.",cameron diaz attract enough young enough play role use somebodi els could bare stand bad teacher
247,sxl4aOyHSwo,The fucking dog at the end scared the shit out of me but after that this movie looks dumb as hell smh.,fuck dog end scare shit movi look dumb hell smh
248,sxl4aOyHSwo,"siri,how do you do CPR on a dog",siri cpr dog
249,sxl4aOyHSwo,&quot; it went up. it went up to cloud!&quot; &quot;can&#39;t you get it down from the cloud?&quot;<br>&quot;Nobody understands the cloud&quot; Lmao xD,quot went went cloud quot quot get cloud quot quot nobodi understand cloud quot lmao xd
250,sxl4aOyHSwo,"The trailer has failed to amuse. I especially hate it when the soundboard screams at <a href=""http://youtu.be/sxl4aOyHSwo?t=1m53s"">1:53</a>. I wouldn&#39;t mind so much except I know I heard it before. Telltale Games... Sue something. ;)",trailer fail amus especi hate soundboard scream mind much except know heard telltal game sue someth
251,sxl4aOyHSwo,Ok now this movie looks funny not one of those repetitive movies we see now and I know that feeling when u do something and your like uh oh i hope that this stupid device or comp doesn&#39;t share it to everyone xD,ok movi look funni one repetit movi see know feel u someth like uh oh hope stupid devic comp share everyon xd
252,sxl4aOyHSwo,isn&#39;t it films like this that helped to throw elliot rodger off his rocker? lol nah isn&#39;t fair to blame hollywood cause he was a murderous psychopath but god damn anyone else think these kinda films are so old? lol at least something about mary was unique at the time,film like help throw elliot rodger rocker lol nah fair blame hollywood caus murder psychopath god damn anyon els think kinda film old lol least someth mari uniqu time
253,sxl4aOyHSwo,The Cloud,cloud
254,sxl4aOyHSwo,"If you want to go see this movie, it means that you are an idiot.",want go see movi mean idiot
255,sxl4aOyHSwo,HAHAHA wanna see it,hahaha wan na see
256,sxl4aOyHSwo,"This looks like a horrible, unfunny combination of &quot;Zack and Mary make a porno&quot; and &quot;This is 40&quot;, and the latter was an awful movie itself...",look like horribl unfunni combin quot zack mari make porno quot quot quot latter aw movi
257,sxl4aOyHSwo,Lol what terrible casting. Like anyone could ever lose interest in sleeping with Cameron Diaz. That kind of problem is only experienced by people who settled or let themselves go.,lol terribl cast like anyon could ever lose interest sleep cameron diaz kind problem experienc peopl settl let go
258,sxl4aOyHSwo,gay illuminati shlock for gay illuminati people,gay illuminati shlock gay illuminati peopl
259,sxl4aOyHSwo,&quot;Nobody understands the cloud&quot; pff,quot nobodi understand cloud quot pff
260,sxl4aOyHSwo,ON A DO<br>WRARRRRR<br>me: WOAH :o<br>fucking earbudds lol,dowrarrrrrm woah ofuck earbudd lol
261,sxl4aOyHSwo,Look! And big ad front for Apple products!,look big ad front appl product
262,sxl4aOyHSwo,"He looks really old. I guess he lost a lot of weight but he looks 50, omg",look realli old guess lost lot weight look omg
263,sxl4aOyHSwo,"Wow how is Cameron Diaz still hot? Isn&#39;t she like, 50?",wow cameron diaz still hot like
264,sxl4aOyHSwo,funny enough cameron diaz did make sex types before she was a big star.,funni enough cameron diaz make sex type big star
265,sxl4aOyHSwo,"Completely avoidable situation, why would your tablet even cloud sync a video and the  SHARE IT publicly, that&#39;s your own damn fault.<br><br>Long and short, twits.",complet avoid situat would tablet even cloud sync video share publicli damn fault long short twit
266,sxl4aOyHSwo,Looks like crap.,look like crap
267,sxl4aOyHSwo,While watching this I was really hoping it was gonna be called sex cloud!  XD,watch realli hope gon na call sex cloud xd
268,sxl4aOyHSwo,what a wonderful camel toe !!uh-huh !,wonder camel toe uh huh
269,sxl4aOyHSwo,"what song is on <a href=""http://www.youtube.com/watch?v=sxl4aOyHSwo&amp;t=2m36s"">2:36</a> ?",song
270,sxl4aOyHSwo,The NSA created the Cloud.<br>Everything you put on the Cloud is sent directly to the NSA.,nsa creat cloud everyth put cloud sent directli nsa
271,sxl4aOyHSwo,HELLOOO,hellooo
