,ID,comments,cleaned_comments
37,Ug9xufczPVE,"Sean Penn, Javier Bardem and Idris Elba. Damn, I hope they&#39;re not wasting all that talent on a stupid action flick. This better be on the same level as Taken.",sean penn javier bardem idri elba damn hope wast talent stupid action flick better level taken
38,Ug9xufczPVE,"Bank Gothic, ugh... you know the movie&#39;s going to suck whenever they use that font.",bank gothic ugh know movi go suck whenev use font
39,Ug9xufczPVE,"I like that Sean Penn makes more action movies. Gangster Squad already wasn&#39;t a typical Sean Penn movie, now this. I am excited.",like sean penn make action movi gangster squad alreadi typic sean penn movi excit
40,Ug9xufczPVE,The main character looks ordinary. He doesn&#39;t have the cool factor that Taken or The Equalizer has.,main charact look ordinari cool factor taken equal
41,Ug9xufczPVE,So i guess Pierce declined to star in a reebot of the Matador.,guess pierc declin star reebot matador
42,Ug9xufczPVE,Might as well name it: TESTOSTERONE - THE MOVIE,might well name testosteron movi
43,Ug9xufczPVE,Pierre Morrel can make entertaining movies his best quality is that he shows the actions and minimal shaky cam and quick cuts.,pierr morrel make entertain movi best qualiti show action minim shaki cam quick cut
44,Ug9xufczPVE,"looks very promising....i can&#39;t say no to a Taken-clone...<br>however Lian Neeson is totally &#39;mamias&#39;, can Sean Penn be another one???",look promis say taken clone howev lian neeson total mamia sean penn anoth one
45,Ug9xufczPVE,Whats the song at the endish of the trailer.,what song endish trailer
46,Ug9xufczPVE,Another Expendables?  Didn&#39;t we just have one?,anoth expend one
47,Ug9xufczPVE,And Peter Franzen!!,peter franzen
48,Ug9xufczPVE,Looks really good,look realli good
49,Ug9xufczPVE,Badass!!,badass
50,Ug9xufczPVE,What&#39;s with this director... Always have to do with kidnapping woman&#39;s in his movies.,director alway kidnap woman movi
51,Ug9xufczPVE,spoilers....my eyes my EYESSS....stopppppppp...ahhhhhh!!!!!!,spoiler eye eyesss stopppppppp ahhhhhh
52,Ug9xufczPVE,THE GUNMAN,gunman
53,Ug9xufczPVE,Take my money.,take money
54,Ug9xufczPVE,A Taken spin-off movie?,taken spin movi
55,Ug9xufczPVE,Javier Bardem...? Idris Elba...?! SEAN PENN?!?!? Count me in! I don&#39;t care what movie it is - that&#39;s how you cast a movie!,javier bardem idri elba sean penn count care movi cast movi
56,Ug9xufczPVE,Plot twist: This is Neeson&#39;s brother from Taken.,plot twist neeson brother taken
57,Ug9xufczPVE,I hate when people try to troll on YouTube...<br><br><br>Read more (12 lines)﻿,hate peopl tri troll youtub read line
58,Ug9xufczPVE,she was ... taken.. in the preview,taken preview
59,Ug9xufczPVE,the cast is badass,cast badass
60,Ug9xufczPVE,Idris Elba !,idri elba
61,Ug9xufczPVE,"I love Javier Bardem and Ray Winstone! Sean Penn, meh...",love javier bardem ray winston sean penn meh
62,Ug9xufczPVE,Cool hole movie is in this trailer. Great!,cool hole movi trailer great
63,Ug9xufczPVE,"Finally, I get to see the trailer for this movie. Looks good and has a trio of great actors in it.",final get see trailer movi look good trio great actor
64,Ug9xufczPVE,Sean Penn is what I imagine Jeremy Renner to look like in ten years.,sean penn imagin jeremi renner look like ten year
65,Ug9xufczPVE,"Another gun movie made by some of the most anti gun, anti 2nd amendment liberals Hollywood has to offer! These are the same idiots that will do interviews and freely talk about how bad and dangerous guns are, and yet they&#39;ve no problem making huge bank with guns. Fu%kin hypocrites...﻿",anoth gun movi made anti gun anti nd amend liber hollywood offer idiot interview freeli talk bad danger gun yet problem make huge bank gun fu kin hypocrit
66,Ug9xufczPVE,<b>watches the first 2 thirds of the trailer</b> &quot;I don&#39;t know. I&#39;m still skeptical.&quot; <b>Sees Idris Elba</b> &quot;SHUT UP AND TAKE MY MONEY!&quot;,watch first third trailer quot know still skeptic quot see idri elba quot shut take money quot
67,Ug9xufczPVE,A Metric Ton of Badasses in this film!,metric ton badass film
68,Ug9xufczPVE,The wife/girlfriend kidnapping is so cliché,wife girlfriend kidnap clich
69,Ug9xufczPVE,did i just watch the entire movie?,watch entir movi
70,Ug9xufczPVE,Oh this looks good and it has some good people.,oh look good good peopl
71,Ug9xufczPVE,looks awesome...Sean Penn never disappoint,look awesom sean penn never disappoint
72,Ug9xufczPVE,It looks awesome but I hope I didn&#39;t watch the whole movie. ._.,look awesom hope watch whole movi
73,Ug9xufczPVE,MAN this looks awesome,man look awesom
74,Ug9xufczPVE,Can&#39;t wait! Sean Penn is my favorite actor.,wait sean penn favorit actor
75,Ug9xufczPVE,"Although this looks awesome, I&#39;m wondering what else they are going to show in the actual movie?",although look awesom wonder els go show actual movi
76,Ug9xufczPVE,I love this!,love
77,Ug9xufczPVE,"It&#39;s funny cause the whole time I was watching the trailer I was getting a Taken vibe with Sean Penn being an older fella like Liam Neeson and what do you know, it&#39;s from the director of Taken.",funni caus whole time watch trailer get taken vibe sean penn older fella like liam neeson know director taken
78,Ug9xufczPVE,I feel like I&#39;ve seen the whole movie through this trailer :/,feel like seen whole movi trailer
79,Ug9xufczPVE,"Sean penn. Thinks guns should be banned, makes huge money from movies about guns.wanker.",sean penn think gun ban make huge money movi gun wanker
80,Ug9xufczPVE,"Sean Penn in an action movie... well, that&#39;s not good",sean penn action movi well good
81,Ug9xufczPVE,Javier Bardem will be the only reason to see this.,javier bardem reason see
82,Ug9xufczPVE,Liam Neeson would have done it better.,liam neeson would done better
83,Ug9xufczPVE,One of those trailers that insists on showing you the whole movie. Great..............,one trailer insist show whole movi great
84,Ug9xufczPVE,"taken syndrome, but I&#39;m watching it. It&#39;s Sean Penn after all",taken syndrom watch sean penn
85,Ug9xufczPVE,Sean Penn in action again...all my money.,sean penn action money
86,Ug9xufczPVE,"its like any action movie these days right when someone wants to quit what they do, someone they love is taken and they have to get back into what they do to save the person",like action movi day right someon want quit someon love taken get back save person
87,Ug9xufczPVE,the song Gil Scott Heron - Me And The Devil..... You welcome!,song gil scott heron devil welcom
88,Ug9xufczPVE,another typical action movie,anoth typic action movi
89,Ug9xufczPVE,He looks 50 and she looks 30 not a great combination.,look look great combin
90,Ug9xufczPVE,"Holy shit, Sean Penn kickin ass!!",holi shit sean penn kickin ass
91,Ug9xufczPVE,John Wincester :D,john wincest
92,Ug9xufczPVE,"I really like movie trends of 2014 and 2015 a lot, some ex-something with amazing skills go kill everyone messing with them. John Wick, Equalizer, November man, can&#39;t wait for this.",realli like movi trend lot ex someth amaz skill go kill everyon mess john wick equal novemb man wait
93,Ug9xufczPVE,"I look forward to Sean Penn but I feel like, watching this trailer, everything&#39;s been done before.",look forward sean penn feel like watch trailer everyth done
94,Ug9xufczPVE,"Looks good, but man, Sean Penn is getting old...",look good man sean penn get old
95,Ug9xufczPVE,Why do trailers insist on showing us the entire plot of the movie these days...,trailer insist show us entir plot movi day
96,Ug9xufczPVE,looks good ill def check this movie out 👍,look good ill def check movi
97,Ug9xufczPVE,"Why doesn&#39;t Sean Penn make movies about environmentalists or socialist saving the world or even just their own GF? Because they are boring stories just like his political commentary, boring.",sean penn make movi environmentalist socialist save world even gf bore stori like polit commentari bore
98,Ug9xufczPVE,look good!!!!!!,look good
99,Ug9xufczPVE,<br>1st,st
100,X4j_NTFos9c,I think it s filmed in the Bahamas.,think film bahama
101,X4j_NTFos9c,Comedy movie trailer.I ve seen the movie .It s a masterpiece.,comedi movi trailer seen movi masterpiec
102,X4j_NTFos9c,Friggen hysterical movie...lot of laughs.,friggen hyster movi lot laugh
103,X4j_NTFos9c,Music by the Legendary A.R.Rahman,music legendari r rahman
104,X4j_NTFos9c,I stop laughing 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Vince Vaughn  kristen bell,stop laugh vinc vaughn kristen bell
105,X4j_NTFos9c,One of my all time favorites,one time favorit
106,X4j_NTFos9c,Boom,boom
107,X4j_NTFos9c,LOLOLOL 😂😂😂😂 - critic,lololol critic
108,X4j_NTFos9c,"I&#39;d rather have a root canal than watch this entire trailer, let alone the whole movie.",rather root canal watch entir trailer let alon whole movi
109,X4j_NTFos9c,"Wow! They removed the black couple from the poster, but kept them in the trailer for views. Shame on universal studios. The black couple made the entire movie funny.",wow remov black coupl poster kept trailer view shame univers studio black coupl made entir movi funni
110,X4j_NTFos9c,This movie didnt maked me laugh but it was good.,movi didnt make laugh good
111,X4j_NTFos9c,Happy,happi
112,X4j_NTFos9c,"I was not expecting to see Carlos Ponce from Julie and The Phantoms there... I mean, he don&#39;t look bad.",expect see carlo ponc juli phantom mean look bad
113,X4j_NTFos9c,All these dudes acting like their wives aren&#39;t 100x hotter than them,dude act like wive x hotter
114,X4j_NTFos9c,I still see the main character as Happy....,still see main charact happi
115,X4j_NTFos9c,"<a href=""https://www.youtube.com/watch?v=X4j_NTFos9c&amp;t=1m25s"">1:25</a> you&#39;re welcome",welcom
116,X4j_NTFos9c,Out here clicking random trailers:),click random trailer
117,X4j_NTFos9c,Who came after ar rahman on sun tv show,came ar rahman sun tv show
118,X4j_NTFos9c,I love love love this movie!,love love love movi
119,X4j_NTFos9c,This is one of the worst comedies I’ve ever seen. I came to watch the trailer because I couldn’t remember why I rented this.,one worst comedi ever seen came watch trailer rememb rent
120,X4j_NTFos9c,"This movie is so bad, I usually like average movies but this movie was just plain bad, it had nothing good and some things in the trailer didn&#39;t even happen in the movie.",movi bad usual like averag movi movi plain bad noth good thing trailer even happen movi
121,X4j_NTFos9c,"Nice Video clip! Sorry for butting in, I would love your opinion. Have you thought about - Millawdon Varied Nights Trick (google it)? It is a smashing one off product for learning intimate questions to make your relationship stronger minus the hard work. Ive heard some awesome things about it and my old buddy Taylor after a lifetime of fighting got astronomical success with it.",nice video clip sorri but would love opinion thought millawdon vari night trick googl smash one product learn intim question make relationship stronger minu hard work ive heard awesom thing old buddi taylor lifetim fight got astronom success
122,X4j_NTFos9c,love this movie... haha,love movi haha
123,X4j_NTFos9c,👎👎👎,
124,X4j_NTFos9c,"🔥🔥🔥🔥🔥 <br> This is a wonderful movie <br> <a href=""https://www.youtube.com/watch?v=X4j_NTFos9c&amp;t=1m36s"">1:36</a> 🧡🔥💃 <br>  👇👇👇👇",wonder movi
125,X4j_NTFos9c,"Nice Video! Apologies for the intrusion, I am interested in your opinion. Have you ever tried - Millawdon Varied Nights Trick (erm, check it on google should be there)? It is an awesome one off product for learning intimate questions to make your relationship stronger minus the hard work. Ive heard some super things about it and my buddy at very last got amazing success with it.",nice video apolog intrus interest opinion ever tri millawdon vari night trick erm check googl awesom one product learn intim question make relationship stronger minu hard work ive heard super thing buddi last got amaz success
126,X4j_NTFos9c,"<a href=""https://www.youtube.com/watch?v=X4j_NTFos9c&amp;t=0m19s"">0:19</a> to <a href=""https://www.youtube.com/watch?v=X4j_NTFos9c&amp;t=0m29s"">0:29</a> both scenes are not in movie and I totally understand at last when Both of them kiss at the end at pool party.",scene movi total understand last kiss end pool parti
127,X4j_NTFos9c,I only want to know the music that appears in the beginning of the movie :(,want know music appear begin movi
128,X4j_NTFos9c,Love this movie!,love movi
129,X4j_NTFos9c,Peters Joe Cleveland Quagmire,peter joe cleveland quagmir
130,X4j_NTFos9c,French Polynesia 🇵🇫😍😍😍,french polynesia
131,X4j_NTFos9c,"I have no idea if I&#39;ve seen this whole movie before, or if I just saw the trailer before :D",idea seen whole movi saw trailer
132,X4j_NTFos9c,Is that Kirsten bell and Britney Spears?!,kirsten bell britney spear
133,X4j_NTFos9c,Since when was Disney not for adults 😂🥚,sinc disney adult
134,X4j_NTFos9c,Naice Yoga guy. ;),naic yoga guy
135,X4j_NTFos9c,im thinking of family guy,im think famili guy
136,X4j_NTFos9c,"<a href=""https://www.youtube.com/watch?v=X4j_NTFos9c&amp;t=1m06s"">1:06</a> Is that the guy who sell weapon and gun in john wick? 😂",guy sell weapon gun john wick
137,X4j_NTFos9c,This looks like a screen saver,look like screen saver
138,X4j_NTFos9c,My favourite movie 🎥😂,favourit movi
139,X4j_NTFos9c,&#39;&#39; this looks like a screen saver &quot;,look like screen saver quot
140,X4j_NTFos9c,This movie shows you too be a better husband and wife alot.. I love this movie,movi show better husband wife alot love movi
141,X4j_NTFos9c,"So, did like 30 or 35 people see this movie in theatres?",like peopl see movi theatr
142,X4j_NTFos9c,I have a lot of tension on my upper thighs!! 😂😂😂,lot tension upper thigh
143,X4j_NTFos9c,The Blind girl and Michael From Arrested Development? Awesome,blind girl michael arrest develop awesom
144,X4j_NTFos9c,Oh this is where family guy got it,oh famili guy got
145,X4j_NTFos9c,So basically “Why Did I Get Married”.,basic get marri
146,X4j_NTFos9c,Oh Fabio,oh fabio
147,X4j_NTFos9c,10 years,year
148,X4j_NTFos9c,"Took money from Brown, to slander white&#39;s.",took money brown slander white
149,X4j_NTFos9c,I tried twice to finish this movie but it is just plain boring and really really bad.,tri twice finish movi plain bore realli realli bad
150,X4j_NTFos9c,"this  is me and my wife (momascita) movie every time we go to the Caribbean we put this movie in the last weekend before we go!we go every November for her birthday ,and every april,GO DADDY BANG,BANG, POW, POW!",wife momascita movi everi time go caribbean put movi last weekend go go everi novemb birthday everi april go daddi bang bang pow pow
151,X4j_NTFos9c,Nick Wilde and Annaaaaaaa!,nick wild annaaaaaaa
152,X4j_NTFos9c,Am on porn probation<br>I shouldn&#39;t be watching this,porn probationi watch
153,X4j_NTFos9c,Kill every one and then burn the place to the ground,kill everi one burn place ground
154,X4j_NTFos9c,Bought these movie off the street for $1 in South America great movie,bought movi street south america great movi
155,X4j_NTFos9c,They went to Bora Bora 💓😊,went bora bora
156,X4j_NTFos9c,why the movies are getting worse by the day?,movi get wors day
157,X4j_NTFos9c,Jason bateman and jon faver should be ashamed. Vince vaughan this is his speed,jason bateman jon faver asham vinc vaughan speed
158,X4j_NTFos9c,Wow the tot of this guy brushing his manhood to all this starving wives I wonder how they can look straight faced. Funny movie but yet there is underlying message..,wow tot guy brush manhood starv wive wonder look straight face funni movi yet underli messag
159,X4j_NTFos9c,"Not the best comedy ever, but the acst is amazing.",best comedi ever acst amaz
160,X4j_NTFos9c,Had sex with my GF while watching this movie. ... I fired her. ....<br><br><br><br><br><br><br>Just/Kidding.<br><br><br>This movie has potential ... for someone who pretends to have a wife.<br><br>Best when drunk folks... Best when drunk.,sex gf watch movi fire kid movi potenti someon pretend wife best drunk folk best drunk
161,X4j_NTFos9c,All I can think how hot the yoga guy in the water and when he is teaching yoga. What a sleazy foosball.,think hot yoga guy water teach yoga sleazi foosbal
162,X4j_NTFos9c,Hy that&#39;s Chow,hy chow
163,X4j_NTFos9c,horseshit,horseshit
164,X4j_NTFos9c,Encouragement 😂,encourag
165,X4j_NTFos9c,1 of my fav movie it will be nice to see a second part,fav movi nice see second part
166,X4j_NTFos9c,"This movie, while okay, could&#39;ve been much better in the hands of a better director. Especially with that cast. What a wasted opportunity. If they were to get this cast with, say, Judd Apatow or Mike Judge or even Edgar Wright, if they offered him more money, this movie would&#39;ve been wild!",movi okay could much better hand better director especi cast wast opportun get cast say judd apatow mike judg even edgar wright offer money movi would wild
167,X4j_NTFos9c,"hello readers<br>I am a writer<br>I want to sell a movie script<br>For a Hollywood movie<br>This is my address<br>Hastin Nuraini<br>Jalan Lilin Mas 6 Dadaprejo Batu East Java<br>phone: 6281334887683<br>If you are interested in coming and taking pictures in Java and Bali, I will help you<br>Thank you",hello readersi writeri want sell movi scriptfor hollywood moviethi addresshastin nurainijalan lilin ma dadaprejo batu east javaphon interest come take pictur java bali help youthank
168,X4j_NTFos9c,I will show you how to transfer the energy....boom.........boom... LOL,show transfer energi boom boom lol
169,X4j_NTFos9c,"Allow me to put something more proper, then comes back with literally the same thing lol",allow put someth proper come back liter thing lol
170,X4j_NTFos9c,"Watching it again at home while it&#39;s on t.v.. Seems like there are parts that annoyed me before, but even more so now, like Vince Vaughn&#39;s character acting like a baby over the &quot;shark attack&quot;, or the fact that even for a 20 year old, the younger girl seemed like a brat! Enjoyable movie, though. I must be getting older when I&#39;d prefer the couple&#39;s section of that paradise retreat, as opposed to the other side. Then again, I&#39;d say I always would&#39;ve preferred that scene/section.",watch home v seem like part annoy even like vinc vaughn charact act like babi quot shark attack quot fact even year old younger girl seem like brat enjoy movi though must get older prefer coupl section paradis retreat oppos side say alway would prefer scene section
171,X4j_NTFos9c,Is the scene where jon faveru cheats on his wife actually in the movie,scene jon faveru cheat wife actual movi
172,X4j_NTFos9c,en sabth nur,en sabth nur
173,X4j_NTFos9c,"the funny thing about vince vaughn is how all of his movies are just incredibly average. like, he&#39;s never in any great movies and he&#39;s never been in any necessarily bad movies, every movie he&#39;s ever in just hovers right between good and bad. if you ever feel like just watching a very average and mediocre movie, just watch any vince vaughn movies, he&#39;s like pretty much the definition of average",funni thing vinc vaughn movi incred averag like never great movi never necessarili bad movi everi movi ever hover right good bad ever feel like watch averag mediocr movi watch vinc vaughn movi like pretti much definit averag
174,X4j_NTFos9c,"At <a href=""http://www.youtube.com/watch?v=X4j_NTFos9c&amp;t=1m26s"">1:26</a> my high school gets featured lol that&#39;s cause Vince Vaughn used to live in Buffalo Grove",high school get featur lol caus vinc vaughn use live buffalo grove
175,X4j_NTFos9c,I get they want to gather all the regular comedy guys they use in hollywood but these hot women with these average looking guys is just plain unrealistic. That ruins the fun more for me.,get want gather regular comedi guy use hollywood hot women averag look guy plain unrealist ruin fun
176,X4j_NTFos9c,Charlet what are you doing you have kids to raise and a husband,charlet kid rais husband
177,X4j_NTFos9c,Carlos Ponce😍😂😂😂😌💪,carlo ponc
178,X4j_NTFos9c,"what&#39;s the song that starts at <a href=""http://www.youtube.com/watch?v=X4j_NTFos9c&amp;t=0m45s"">0:45</a>?",song start
179,X4j_NTFos9c,"<a href=""http://www.youtube.com/watch?v=X4j_NTFos9c&amp;t=0m21s"">0:21</a> - <a href=""http://www.youtube.com/watch?v=X4j_NTFos9c&amp;t=0m29s"">0:29</a> why they cut it in the movie?????",cut movi
180,X4j_NTFos9c,i love this movie,love movi
181,X4j_NTFos9c,"The video is so nice Hi, what&#39;s up?! ducks unequal &quot; !!",video nice hi duck unequ quot
182,X4j_NTFos9c,"what&#39;s the song that starts at <a href=""http://www.youtube.com/watch?v=X4j_NTFos9c&amp;t=1m30s"">1:30</a>????",song start
183,X4j_NTFos9c,Encouragement,encourag
184,X4j_NTFos9c,oooh this is the fabio portrayed in to the game gta V. damn rockstar did it again.,oooh fabio portray game gta v damn rockstar
185,X4j_NTFos9c,"watching it now, and want to escape to Eden island right now!!!!!!",watch want escap eden island right
186,X4j_NTFos9c,I love this movie. It&#39;s such a comedy. And the ladies are pretty and hot.<br>And I hope one day I could go to this Eden paradise. It&#39;s so beautifull there,love movi comedi ladi pretti hot hope one day could go eden paradis beautiful
187,X4j_NTFos9c,This is such rubbish😖!!,rubbish
188,X4j_NTFos9c,I just watched it- I liked it :),watch like
189,X4j_NTFos9c,I don&#39;t think the trailer does it justice it&#39;s an great movie!,think trailer justic great movi
190,X4j_NTFos9c,sounds pretty funny,sound pretti funni
191,X4j_NTFos9c,Owww thats mr. Chow,owww that mr chow
192,X4j_NTFos9c,I can&#39;t remember if I&#39;ve seen this movie or not...,rememb seen movi
193,X4j_NTFos9c,Whats the song toward the ending,what song toward end
194,X4j_NTFos9c,"This movie makes me laugh every time I watch it I mean you have Vaughn, Bateman the guy who plays Mr.Chow from the hang over movies and Jean Reno couldn&#39;t asked for a better cast.",movi make laugh everi time watch mean vaughn bateman guy play mr chow hang movi jean reno ask better cast
195,X4j_NTFos9c,This movie was actually pretty hilarious! I&#39;ve watched it a couple of times and it never gets boring!,movi actual pretti hilari watch coupl time never get bore
196,X4j_NTFos9c,"oh my gosh, I was absolutely forgot about his movie !!!",oh gosh absolut forgot movi
197,X4j_NTFos9c,Movie is really bad,movi realli bad
198,X4j_NTFos9c,mr. chao from hangover as mariage counselor:))) funny irony,mr chao hangov mariag counselor funni ironi
199,X4j_NTFos9c,that&#39;s max from hollywood heights,max hollywood height
200,xbqNb2PFKKA,The best hulk&#39;s movie.,best hulk movi
201,xbqNb2PFKKA,fucked thing is we&#39;ll probably never get another hulk movie personally I thought hulk in both avengers movies was shit CGI made him look to cartoony did anyone notice how good he looked in the incredible hulk he looked so real same with the abomination and when they cracked on it was fuckin intense not like the avengers movies where theres not really a worthy Foe for him that hulk buster armour fight was fuckin bullshit hulk cannot be knocked out by a weak ass robot Period,fuck thing probabl never get anoth hulk movi person thought hulk aveng movi shit cgi made look cartooni anyon notic good look incred hulk look real abomin crack fuckin intens like aveng movi there realli worthi foe hulk buster armour fight fuckin bullshit hulk knock weak ass robot period
202,xbqNb2PFKKA,"this movie is underrated! <br>Too bad, no future hulk films were announced!",movi underr bad futur hulk film announc
203,xbqNb2PFKKA,I remember when they shot this in Hamilton. On. back in 2007,rememb shot hamilton back
204,xbqNb2PFKKA,"<a href=""http://www.youtube.com/watch?v=xbqNb2PFKKA&amp;t=1m46s"">1:46</a> that roar sound awesome, should have used it in the movie",roar sound awesom use movi
205,xbqNb2PFKKA,"Edward Norton es un excelente actor, tengo que ver esa pelicula.",edward norton es un excelent actor tengo que ver esa pelicula
206,xbqNb2PFKKA,Is it important to watch this when going through all the MCU movies? Cause he has only one movie and I could just go to Thor right away.,import watch go mcu movi caus one movi could go thor right away
207,xbqNb2PFKKA,"The movie wasn&#39;t that bad, it was in the early phase of the MCU where they experimented a bit with what they could do and what pleases the audience.... I just don&#39;t like how they neglected/ignored this one in the following Marvel movies..... I was a bit dissapointed where the character went in Age of Ultron.......... Weird continuity. Sadly, there isn&#39;t another Hulk stand alone movie planned :/",movi bad earli phase mcu experi bit could pleas audienc like neglect ignor one follow marvel movi bit dissapoint charact went age ultron weird continu sadli anoth hulk stand alon movi plan
208,xbqNb2PFKKA,this hulk looks more menacing than the avenger&#39;s shitty hulk,hulk look menac aveng shitti hulk
209,xbqNb2PFKKA,19910,
210,xbqNb2PFKKA,Bruce you player why you cheat on Betty?,bruce player cheat betti
211,xbqNb2PFKKA,Meh,meh
212,xbqNb2PFKKA,"I like Mark Rufallo, but i am pretty disappointed that Edward Norton continue his role as The Hulk, I really like the shaggy hair of Ed Nortons Hulk",like mark rufallo pretti disappoint edward norton continu role hulk realli like shaggi hair ed norton hulk
213,xbqNb2PFKKA,"Don&#39;t get me wrong, this seems like a great movie, but Mark Mark Ruffalo (for me) best suits the role of the Hulk. He has much more of an innocent look than Edward.",get wrong seem like great movi mark mark ruffalo best suit role hulk much innoc look edward
214,xbqNb2PFKKA,Why dr Samson human in this he isn&#39;t superhero giant I use know with long green and super human strength,dr samson human superhero giant use know long green super human strength
215,xbqNb2PFKKA,Am I the only one who prefers Mark Ruffalo? :l,one prefer mark ruffalo l
